Function,Optimizer,Run,Best_Fitness,DStar_Mean_Expl,DStar_Mean_Exploit,DStar_AUC_Expl,DStar_AUC_Exploit,DStar_Early_5,DStar_Early_10,DStar_Xover,DStar_Conv,Hussain_Mean_Expl,Hussain_Mean_Exploit,Hussain_AUC_Expl,Hussain_AUC_Exploit,Hussain_Early_5,Hussain_Early_10,Hussain_Xover,Hussain_Conv
F1,GWO,21,426428035.562036,15.24991646900507,84.75008353099493,15.224909807139255,84.72509019286075,34.4521903498979,32.399660449935304,6,1268,15.2499164690424,84.7500835309576,15.224909807176521,84.72509019282347,34.45219034998223,32.399660450014615,6,1268
F1,GWO,22,3311832922.586589,14.81715972651813,85.18284027348187,14.79215290666608,85.15784709333393,33.53614947817418,31.27706121586451,5,1259,14.817159726554898,85.18284027344511,14.792152906702787,85.1578470932972,33.53614947825739,31.277061215942123,5,1259
F1,GWO,23,1007250881.0180117,15.257835671663672,84.74216432833634,15.232828280676715,84.71717171932329,34.282879749840156,31.487989212271604,5,1285,15.257835671700668,84.74216432829934,15.232828280713651,84.71717171928636,34.28287974992329,31.487989212347955,5,1285
F1,GWO,24,5451528036.683624,14.129589063455047,85.87041093654496,14.104582702417984,85.84541729758202,33.26198553844208,29.946556750903504,6,1235,14.129589063489407,85.8704109365106,14.104582702452284,85.84541729754771,33.261985538522964,29.946556750976335,6,1235
F1,GWO,25,7136346622.293882,14.307334263521684,85.69266573647832,14.282327828474347,85.66767217152565,36.393090619513515,32.48893284258127,4,1222,14.307334263556129,85.69266573644386,14.282327828508729,85.66767217149129,36.39309061960113,32.48893284265949,4,1222
F1,GWO,26,3367690529.1584167,15.059090471406053,84.94090952859395,15.034083540280431,84.91591645971957,34.4063821169594,32.12050206403739,7,1270,15.059090471442786,84.94090952855721,15.034083540317102,84.9159164596829,34.40638211704333,32.12050206411575,7,1270
F1,GWO,27,394879687.4349899,15.031397115050787,84.96860288494922,15.006390035246728,84.94360996475326,34.114214353858614,31.634642110120136,5,1262,15.031397115087078,84.96860288491293,15.006390035282958,84.94360996471704,34.11421435394098,31.63464211019652,5,1262
F1,GWO,28,239625519.13563433,15.498485324604962,84.50151467539504,15.473478320721833,84.47652167927816,35.85952920485658,33.364772001670694,6,1314,15.49848532464337,84.50151467535662,15.473478320760181,84.47652167923982,35.85952920494545,33.36477200175338,6,1314
F1,GWO,29,1320917299.4196012,15.662895191014536,84.33710480898546,15.637888108528106,84.3121118914719,34.544718618266295,32.08092281480674,5,1289,15.662895191053634,84.33710480894638,15.637888108567141,84.31211189143286,34.54471861835252,32.08092281488682,5,1289
F1,GWO,30,1289709679.0403972,15.160746560907308,84.83925343909269,15.135739590597801,84.8142604094022,35.624720377059354,33.2179427445657,6,1250,15.160746560944682,84.83925343905531,15.135739590635115,84.8142604093649,35.624720377147185,33.21794274464759,6,1250
F1,PSO,1,56313931756.06622,0.13206849444176813,99.86793150555823,0.10706849444183063,99.84293150555817,2.6413698888271973,1.3206849444176811,1,5,0.1320684944420981,99.8679315055579,0.10706849444209808,99.8429315055579,2.6413698888337955,1.3206849444209803,1,5
F1,PSO,2,47505942806.20049,0.12992074528233136,99.87007925471767,0.10492074528239317,99.8450792547176,2.5984149056464063,1.2992074528233104,1,1,0.12992074528265268,99.87007925471735,0.10492074528265269,99.84507925471735,2.5984149056528336,1.299207452826524,1,1
F1,PSO,3,22749319512.113613,0.23452340005415023,99.76547659994584,0.20952340005421177,99.7404765999458,4.6904680008851605,2.3452340005415007,1,7,0.23452340005472694,99.76547659994527,0.209523400054727,99.74047659994528,4.690468000896695,2.345234000547268,1,7
F1,PSO,4,27482921777.476856,0.16109424161147007,99.83890575838853,0.13609424161153058,99.81390575838847,3.221884832069059,1.6109424161146664,1,5,0.16109424161185984,99.83890575838814,0.13609424161185982,99.81390575838813,3.2218848320768543,1.6109424161185637,1,5
F1,PSO,5,60352886729.22041,0.2701438778358209,99.72985612216418,0.24514387783588268,99.70485612216412,5.402877555117106,2.7014387783580203,2,8,0.2701438778364879,99.72985612216351,0.24514387783648794,99.70485612216352,5.402877555130447,2.70143877836469,2,8
F1,PSO,6,62088902980.88723,0.1698116402992169,99.83018835970078,0.14481164029927868,99.80518835970072,3.3962328056261764,1.6981164029921616,1,8,0.16981164029963644,99.83018835970036,0.14481164029963645,99.80518835970037,3.396232805634568,1.6981164029963571,1,8
F1,PSO,7,39396051788.24412,0.20393259790783205,99.79606740209219,0.17893259790789406,99.77106740209211,4.078651958142936,2.0393259790782197,1,10,0.20393259790833845,99.79606740209167,0.1789325979083384,99.77106740209166,4.078651958153065,2.0393259790832836,1,10
F1,PSO,8,32601303112.772083,0.28785961035390956,99.71214038964608,0.2628596103539715,99.68714038964603,5.75719220706715,2.8785961035390835,1,15,0.28785961035462365,99.71214038964538,0.2628596103546237,99.68714038964538,5.757192207081432,2.878596103546225,1,15
F1,PSO,9,59399212709.41614,0.2219372277769854,99.77806277222301,0.19693722777704645,99.75306277222296,4.438744555502625,2.219372277769847,1,1,0.2219372277775276,99.77806277222247,0.19693722777752767,99.75306277222248,4.43874455551347,2.21937227777527,1,1
F1,PSO,10,50123273276.67931,0.20343954697344743,99.79656045302656,0.17843954697350956,99.7715604530265,4.068790939461838,2.034395469734454,1,8,0.20343954697395283,99.79656045302605,0.17843954697395284,99.77156045302604,4.068790939471946,2.034395469739508,1,8
F1,PSO,11,28754037903.608116,0.23036855357006938,99.76963144642994,0.2053685535701314,99.74463144642988,4.60737107139797,2.303685535700685,2,10,0.2303685535706409,99.76963144642936,0.20536855357064085,99.74463144642935,4.6073710714094,2.3036855357063994,2,10
F1,PSO,12,34275891421.101612,0.10142532735806464,99.89857467264193,0.07642532735812538,99.87357467264188,2.0285065471611428,1.0142532735806093,1,5,0.10142532735831104,99.8985746726417,0.07642532735831102,99.8735746726417,2.028506547166071,1.0142532735830734,1,5
F1,PSO,13,22122657663.732132,0.2768296069343872,99.7231703930656,0.2518296069344483,99.69817039306555,5.536592138638281,2.768296069343858,2,13,0.2768296069350636,99.72317039306493,0.2518296069350635,99.69817039306494,5.536592138651809,2.768296069350622,2,13
F1,PSO,14,54111932160.55354,0.24037843786671304,99.75962156213329,0.215378437866774,99.73462156213323,4.807568757186848,2.403784378667069,1,7,0.2403784378672991,99.7596215621327,0.2153784378672991,99.7346215621327,4.8075687571985695,2.40378437867293,1,7
F1,PSO,15,46689849945.31205,0.29612715313257454,99.70387284686743,0.2711271531326361,99.67887284686736,5.922543059950169,2.9612715313256945,1,12,0.2961271531333031,99.7038728468667,0.27112715313330304,99.6788728468667,5.922543059964741,2.9612715313329803,1,12
F1,PSO,16,31341425706.022934,0.16304536740779865,99.83695463259221,0.1380453674078593,99.81195463259213,3.2609073481131743,1.6304536740779654,1,1,0.16304536740819425,99.83695463259181,0.13804536740819423,99.8119546325918,3.2609073481210866,1.6304536740819215,1,1
F1,PSO,17,19820677572.137054,0.3101986100236683,99.68980138997634,0.28519861002373126,99.66480138997628,6.203972199765925,3.1019861002366786,1,14,0.31019861002444904,99.68980138997554,0.2851986100244491,99.66480138997557,6.20397219978154,3.101986100244486,1,14
F1,PSO,18,32355041603.22597,0.16446909357699893,99.83553090642299,0.13946909357705906,99.81053090642294,3.289381871539529,1.6446909357699624,2,6,0.1644690935773944,99.83553090642262,0.1394690935773944,99.81053090642261,3.2893818715474383,1.644690935773917,2,6
F1,PSO,19,43329165423.17317,0.17757790334915838,99.82242209665084,0.15257790334922022,99.79742209665079,3.551558066951512,1.7757790334915766,1,9,0.17757790334959792,99.82242209665041,0.15257790334959787,99.79742209665041,3.551558066960302,1.7757790334959715,1,9
F1,PSO,20,58650905229.0778,0.13647052385414907,99.86352947614586,0.11147052385421044,99.8385294761458,2.729410477067793,1.364705238541475,2,4,0.1364705238544841,99.86352947614552,0.1114705238544841,99.83852947614551,2.7294104770744934,1.3647052385448253,2,4
F1,PSO,21,22892438446.77606,0.31287254709008294,99.68712745290992,0.2878725470901449,99.66212745290986,6.257450941575899,3.1287254709008216,1,15,0.3128725470908589,99.68712745290915,0.28787254709085885,99.66212745290915,6.25745094159142,3.1287254709085817,1,15
F1,PSO,22,49770586078.63248,0.12874067642689974,99.8712593235731,0.10374067642696057,99.84625932357304,2.5748135285377574,1.2874067642689964,1,7,0.12874067642721276,99.87125932357279,0.10374067642721282,99.84625932357278,2.5748135285440186,1.287406764272127,1,7
F1,PSO,23,22957138315.647625,0.21915791284789357,99.78084208715211,0.19415791284795436,99.75584208715205,4.383158256955212,2.1915791284789212,1,11,0.21915791284842623,99.78084208715157,0.19415791284842626,99.75584208715156,4.3831582569658645,2.191579128484248,1,11
F1,PSO,24,38055153290.44869,0.20044584146708896,99.7995541585329,0.17544584146715014,99.77455415853285,4.008916828247871,2.00445841467088,3,3,0.20044584146757957,99.79955415853243,0.17544584146757958,99.77455415853242,4.008916828257683,2.0044584146757862,3,3
F1,PSO,25,20555985425.939217,0.12976440505914436,99.87023559494087,0.10476440505920565,99.84523559494079,2.595288101078886,1.2976440505914255,1,3,0.12976440505946255,99.87023559494055,0.10476440505946252,99.84523559494055,2.5952881010852495,1.2976440505946072,1,3
F1,PSO,26,33478721832.45989,0.14820095036417222,99.85179904963583,0.12320095036423455,99.82679904963577,2.964019007158332,1.4820095036417158,1,1,0.14820095036454164,99.85179904963546,0.12320095036454161,99.82679904963547,2.964019007165721,1.48200950364541,1,1
F1,PSO,27,90701647561.51561,0.15394601803636374,99.84605398196364,0.12894601803642528,99.82105398196357,3.078920360726445,1.5394601803636236,1,1,0.15394601803674282,99.84605398196325,0.12894601803674283,99.82105398196326,3.0789203607340276,1.5394601803674153,1,1
